70,3500,3000,1,0.006209977,0.004899627,302780896,301325344,306260032,314529728,328250304,351435264,384644544,246850256,244421248,200675872
,,,,,,,,,,,,,,,
70,4000,3000,1,0.004842083,0.004359618,304228736,302094432,305738560,312394880,323551488,343036064,373131616,250566272,250676448,214374048
,,,,,,,,,,,,,,,
80,2000,3000,1,0.008376596,0.00711021,270745984,280728288,298326656,312680224,328326912,347555392,385643520,306788608,254927136,219306720
,,,,,,,,,,,,,,,
80,2500,3000,1,0.007701874,0.006058579,282391808,290192256,305842688,320494400,338754624,363392928,407780128,295836928,256229664,215011280
,,,,,,,,,,,,,,,
80,3000,3000,1,0.006961022,0.005144532,293051232,296471616,307166368,319205824,335801312,360597056,402568768,276902304,253478784,210685536
,,,,,,,,,,,,,,,
80,3500,3000,1,0.006610792,0.004986817,298410240,299295488,306603456,316038208,329789120,351712768,389095168,266900288,253335760,214069344
,,,,,,,,,,,,,,,
80,4000,3000,1,0.006097971,0.004357095,301029696,300687008,305811392,313002048,324002752,342179648,375235584,268815424,257430848,224903488
,,,,,,,,,,,,,,,
40,2000,500,1,0,0,315322496,299934208,300518880,310020960,326685408,273417056,160181216,50151320,-23006778,108736472
,,,,,,,,,,,,,,,
40,2500,500,1,0,0,316971552,301833472,303699008,317821312,316976256,219463376,76918744,-14195455,-2875494.5,84947088
,,,,,,,,,,,,,,,
40,3000,500,1,0,0,317785664,303075872,305819392,323897888,284731456,156838576,8796150,-48864220,13419835,67035656
,,,,,,,,,,,,,,,
40,3500,500,1,0,0,318115264,303968640,308187520,323038816,251932432,91836584,-36112568,-59932980,19229082,56478000
,,,,,,,,,,,,,,,
40,4000,500,1,0,0,318447360,304777216,310844416,316306880,218732320,31737680,-58561928,-47357888,21797804,48773752
,,,,,,,,,,,,,,,
50,2000,500,1,0,0,315486304,304808480,308245312,318325792,327543264,276461632,177815136,70539584,-5775160.5,106506696
,,,,,,,,,,,,,,,
50,2500,500,1,0,0,316071936,306303840,310860352,324575008,312162560,221542560,99855384,4753888,-453457,80879984
,,,,,,,,,,,,,,,
50,3000,500,1,0,0,316334304,307144384,312565824,326807840,288147712,170665152,38835736,-27837814,15070130,63218896
,,,,,,,,,,,,,,,
50,3500,500,1,0,0,316599232,307987072,313950208,323599040,255402048,109397608,-8593120,-46455324,21982426,51470904
,,,,,,,,,,,,,,,
50,4000,500,1,0,0,316756480,308388864,315744640,313896576,219876144,53107348,-38342228,-44470724,24641478,43463724
,,,,,,,,,,,,,,,
60,2000,500,1,0,0,313107520,307290752,313716992,324335488,325509152,269573056,180053872,81326040,1272107,102216528
,,,,,,,,,,,,,,,
60,2500,500,1,0,0,313284544,308225024,315613056,328137376,306949152,220916640,110654640,14261477,3815240,75079856
,,,,,,,,,,,,,,,
60,3000,500,1,0,0,313472128,308845472,316869504,327246784,279822080,167551440,50711844,-17279704,19125846,56940892
,,,,,,,,,,,,,,,
60,3500,500,1,0,0,313769120,309397504,317992480,321357312,248641008,118110464,7403816,-32954090,25138420,45544112
,,,,,,,,,,,,,,,
60,4000,500,1,0,0,314063200,309758752,318952288,311362752,219870576,61813660,-28035028,-38802704,27597362,37868216
,,,,,,,,,,,,,,,
70,2000,500,1,0,0,309106688,307579904,316991680,327772096,321469888,259947760,179647200,85303400,4444633,96592144
,,,,,,,,,,,,,,,
70,2500,500,1,0,0,309357504,308305376,318324640,329187296,300525792,210081104,117478600,19160738,8336299,68882184
,,,,,,,,,,,,,,,
70,3000,500,1,0,0,309745856,308869376,319356096,326255616,271856192,164051584,57038444,-11006846,23293054,50627472
,,,,,,,,,,,,,,,
70,3500,500,1,0,0,310226976,309393152,320249088,319068480,241607456,116264904,16219028,-24494922,28395954,40104884
,,,,,,,,,,,,,,,
70,4000,500,1,0,0,310757504,309705920,320872608,308185920,212014144,67204424,-22058052,-28737260,30385998,32762480
,,,,,,,,,,,,,,,
80,2000,500,1,0,0,304121216,306278400,318507328,329251552,316545184,251093696,174678176,86959968,5854852,90007712
,,,,,,,,,,,,,,,
80,2500,500,1,0,0,304773920,307093920,319561536,328813888,293860416,201780448,117167176,21935194,12709384,62488560
,,,,,,,,,,,,,,,
80,3000,500,1,0,0,305544960,307762496,320298400,324665408,266642592,158600160,67283280,-4524414,26436174,45707876
,,,,,,,,,,,,,,,
80,3500,500,1,0,0,306505248,308442688,321036352,316378976,235539120,114645384,22475956,-17629942,31325232,35061816
,,,,,,,,,,,,,,,
80,4000,500,1,0,0,307369152,308939296,321638784,304933952,205331232,70491544,-15344203,-21231174,32869046,28119728
